Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
grant-velvet-black,Grant Velvet Black,Color,Velvet Black,Size,38,,,3114V93001_VELVET BLACK_38,,TR,MONFRÈRE,,0,0,0,0,0,
grant-velvet-black,Grant Velvet Black,Color,Velvet Black,Size,40,,,3114V93001_VELVET BLACK_40,,TR,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,40,,,1017J64405_TRIOMPHE_40,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,42,,,1017J64405_TRIOMPHE_42,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,28,,,1017L43260_BEIGE_28,,US,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,29,,,1017L43260_BEIGE_29,,US,MONFRÈRE,,0,0,0,1,1,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,30,,,1017L43260_BEIGE_30,,US,MONFRÈRE,,0,0,0,1,1,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,31,,,1017L43260_BEIGE_31,,US,MONFRÈRE,,0,0,0,1,1,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,32,,,1017L43260_BEIGE_32,,US,MONFRÈRE,,0,0,0,1,1,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,33,,,1017L43260_BEIGE_33,,US,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,34,,,1017L43260_BEIGE_34,,US,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,36,,,1017L43260_BEIGE_36,,US,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,38,,,1017L43260_BEIGE_38,,US,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,40,,,1017L43260_BEIGE_40,,US,MONFRÈRE,,0,0,0,0,0,
deniro-linen-beige,Deniro Linen Beige,Color,Beige,Size,42,,,1017L43260_BEIGE_42,,US,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,28,,,1026D41450_VENICE_28,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,29,,,1026D41450_VENICE_29,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,30,,,1026D41450_VENICE_30,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,31,,,1026D41450_VENICE_31,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,32,,,1026D41450_VENICE_32,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,33,,,1026D41450_VENICE_33,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,34,,,1026D41450_VENICE_34,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,36,,,1026D41450_VENICE_36,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,38,,,1026D41450_VENICE_38,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,40,,,1026D41450_VENICE_40,,,MONFRÈRE,,0,0,0,0,0,
greyson-venice,Greyson Venice,Color,Venice,Size,42,,,1026D41450_VENICE_42,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,28,,,1026D93011_DIST BLEEKER_28,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,29,,,1026D93011_DIST BLEEKER_29,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,30,,,1026D93011_DIST BLEEKER_30,,,MONFRÈRE,,0,0,0,1,1,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,31,,,1026D93011_DIST BLEEKER_31,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,32,,,1026D93011_DIST BLEEKER_32,,,MONFRÈRE,,0,0,0,1,1,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,33,,,1026D93011_DIST BLEEKER_33,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,34,,,1026D93011_DIST BLEEKER_34,,,MONFRÈRE,,0,0,0,1,1,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,36,,,1026D93011_DIST BLEEKER_36,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,38,,,1026D93011_DIST BLEEKER_38,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,40,,,1026D93011_DIST BLEEKER_40,,,MONFRÈRE,,0,0,0,0,0,
greyson-distressed-bleeker,Greyson Distressed Bleeker,Color,Distressed Bleeker,Size,42,,,1026D93011_DIST BLEEKER_42,,,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,28,,,1026J13520_NEON FUSCHIA_28,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,29,,,1026J13520_NEON FUSCHIA_29,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,30,,,1026J13520_NEON FUSCHIA_30,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,31,,,1026J13520_NEON FUSCHIA_31,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,32,,,1026J13520_NEON FUSCHIA_32,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,33,,,1026J13520_NEON FUSCHIA_33,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,34,,,1026J13520_NEON FUSCHIA_34,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,36,,,1026J13520_NEON FUSCHIA_36,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,38,,,1026J13520_NEON FUSCHIA_38,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,40,,,1026J13520_NEON FUSCHIA_40,,US,MONFRÈRE,,0,0,0,0,0,
greyson-neon-fuschia,Greyson Neon Fuschia,Color,Neon Fuschia,Size,42,,,1026J13520_NEON FUSCHIA_42,,US,MONFRÈRE,,0,0,0,0,0,
greyson-laguna,Greyson Laguna,Color,Laguna,Size,28,,,1026J24453_LAGUNA_28,,,MONFRÈRE,,0,0,0,0,0,
greyson-laguna,Greyson Laguna,Color,Laguna,Size,29,,,1026J24453_LAGUNA_29,,,MONFRÈRE,,0,0,0,0,0,
greyson-laguna,Greyson Laguna,Color,Laguna,Size,30,,,1026J24453_LAGUNA_30,,,MONFRÈRE,,0,0,0,1,1,
greyson-laguna,Greyson Laguna,Color,Laguna,Size,31,,,1026J24453_LAGUNA_31,,,MONFRÈRE,,0,0,0,1,1,
brando-pebble,Brando Pebble,Color,Pebble,Size,31,,,1008J64023_PEBBLE_31,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,32,,,1008J64023_PEBBLE_32,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,33,,,1008J64023_PEBBLE_33,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,34,,,1008J64023_PEBBLE_34,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,36,,,1008J64023_PEBBLE_36,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,38,,,1008J64023_PEBBLE_38,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,40,,,1008J64023_PEBBLE_40,,CN,MONFRÈRE,,0,0,0,0,0,
brando-pebble,Brando Pebble,Color,Pebble,Size,42,,,1008J64023_PEBBLE_42,,CN,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,28,,,1008P103414_TWILIGHT_28,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,29,,,1008P103414_TWILIGHT_29,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,30,,,1008P103414_TWILIGHT_30,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,31,,,1008P103414_TWILIGHT_31,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,32,,,1008P103414_TWILIGHT_32,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,33,,,1008P103414_TWILIGHT_33,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,34,,,1008P103414_TWILIGHT_34,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,36,,,1008P103414_TWILIGHT_36,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,38,,,1008P103414_TWILIGHT_38,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,40,,,1008P103414_TWILIGHT_40,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-twilight,Brando Parisian Luxe Twilight,Color,Twilight,Size,42,,,1008P103414_TWILIGHT_42,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,28,,,1008P73315_VERDANT_28,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,29,,,1008P73315_VERDANT_29,,US,MONFRÈRE,,0,0,0,1,1,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,30,,,1008P73315_VERDANT_30,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,31,,,1008P73315_VERDANT_31,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,32,,,1008P73315_VERDANT_32,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,33,,,1008P73315_VERDANT_33,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,34,,,1008P73315_VERDANT_34,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,36,,,1008P73315_VERDANT_36,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,38,,,1008P73315_VERDANT_38,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,40,,,1008P73315_VERDANT_40,,US,MONFRÈRE,,0,0,0,0,0,
brando-parisian-luxe-verdant,Brando Parisian Luxe Verdant,Color,Verdant,Size,42,,,1008P73315_VERDANT_42,,US,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,28,,,1008V74251_TEAK_28,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,29,,,1008V74251_TEAK_29,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,30,,,1008V74251_TEAK_30,,CN,MONFRÈRE,,0,0,0,1,1,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,31,,,1008V74251_TEAK_31,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,32,,,1008V74251_TEAK_32,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,33,,,1008V74251_TEAK_33,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,34,,,1008V74251_TEAK_34,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,36,,,1008V74251_TEAK_36,,CN,MONFRÈRE,,0,0,0,1,1,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,38,,,1008V74251_TEAK_38,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,40,,,1008V74251_TEAK_40,,CN,MONFRÈRE,,0,0,0,0,0,
brando-velvet-teak,Brando Velvet Teak,Color,Teak,Size,42,,,1008V74251_TEAK_42,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,28,,,1017J64405_TRIOMPHE_28,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,29,,,1017J64405_TRIOMPHE_29,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,30,,,1017J64405_TRIOMPHE_30,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,31,,,1017J64405_TRIOMPHE_31,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,32,,,1017J64405_TRIOMPHE_32,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,33,,,1017J64405_TRIOMPHE_33,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,34,,,1017J64405_TRIOMPHE_34,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,36,,,1017J64405_TRIOMPHE_36,,CN,MONFRÈRE,,0,0,0,0,0,
deniro-triomphe,Deniro Triomphe,Color,Triomphe,Size,38,,,1017J64405_TRIOMPHE_38,,CN,MONFRÈRE,,0,0,0,1,1,
dean-suede-noir,Dean Butter Suede Noir,Color,Suede Noir,Size,XL,,,909S105001_SUEDE NOIR_XL,,CN,MONFRÈRE,,0,0,0,4,4,
dean-suede-noir,Dean Butter Suede Noir,Color,Suede Noir,Size,XXL,,,909S105001_SUEDE NOIR_XXL,,CN,MONFRÈRE,,0,0,0,1,1,
dean-vintage-carbon,Dean Velvet Vintage Carbon,Color,Vintage Carbon,Size,XS,,,909V105425_VIN CARBON_XS,,CN,MONFRÈRE,,0,0,0,0,0,
dean-vintage-carbon,Dean Velvet Vintage Carbon,Color,Vintage Carbon,Size,S,,,909V105425_VIN CARBON_S,,CN,MONFRÈRE,,0,0,0,1,1,
dean-vintage-carbon,Dean Velvet Vintage Carbon,Color,Vintage Carbon,Size,M,,,909V105425_VIN CARBON_M,,CN,MONFRÈRE,,0,0,0,1,1,
dean-vintage-carbon,Dean Velvet Vintage Carbon,Color,Vintage Carbon,Size,L,,,909V105425_VIN CARBON_L,,CN,MONFRÈRE,,0,0,0,0,0,
dean-vintage-carbon,Dean Velvet Vintage Carbon,Color,Vintage Carbon,Size,XL,,,909V105425_VIN CARBON_XL,,CN,MONFRÈRE,,0,0,0,0,0,
dean-vintage-carbon,Dean Velvet Vintage Carbon,Color,Vintage Carbon,Size,XXL,,,909V105425_VIN CARBON_XXL,,CN,MONFRÈRE,,0,0,0,0,0,
ryder-sequin-noir,Ryder Sequin Noir,Color,Sequin Noir,Size,XS,,,942P105001_SEQUIN NOIR_XS,,CN,MONFRÈRE,,0,0,0,0,0,
ryder-sequin-noir,Ryder Sequin Noir,Color,Sequin Noir,Size,S,,,942P105001_SEQUIN NOIR_S,,CN,MONFRÈRE,,0,0,0,3,3,
ryder-sequin-noir,Ryder Sequin Noir,Color,Sequin Noir,Size,M,,,942P105001_SEQUIN NOIR_M,,CN,MONFRÈRE,,0,0,0,14,14,
ryder-sequin-noir,Ryder Sequin Noir,Color,Sequin Noir,Size,L,,,942P105001_SEQUIN NOIR_L,,CN,MONFRÈRE,,0,0,0,20,20,
ryder-sequin-noir,Ryder Sequin Noir,Color,Sequin Noir,Size,XL,,,942P105001_SEQUIN NOIR_XL,,CN,MONFRÈRE,,0,0,0,12,12,
ryder-sequin-noir,Ryder Sequin Noir,Color,Sequin Noir,Size,XXL,,,942P105001_SEQUIN NOIR_XXL,,CN,MONFRÈRE,,0,0,0,7,7,
brando-capri,Brando Capri,Color,Capri,Size,28,,,1008_CAPRI_28,,US,MONFRÈRE,,0,0,0,0,0,
brando-capri,Brando Capri,Color,Capri,Size,29,,,1008_CAPRI_29,,US,MONFRÈRE,,0,0,0,0,0,
brando-capri,Brando Capri,Color,Capri,Size,30,,,1008_CAPRI_30,,US,MONFRÈRE,,0,0,0,0,0,
