"id","publisher_id","sale_amount","commission","date","commission_status","validation_date","extra","type","site_name","URL","decline_reason","referer","clickThroughTime","voucher_code","mins_between_click_trans","amended","amend_reason","old_sale_amount","old_commission","different_currency","ip","click_ref","click_device","transaction_device","publisher_url","transaction_parts","country_by_ip","custom_parameters","paid_to_publisher","invoice_id","transaction_query_id","commission_sharing_publisher_id","commission_sharing_publisher","partner_commission","commission_sharing_transaction_id","iphash","commission_sharing_selected_rate_publisher_id","products","campaign","tracked_parts","customer_acquisition","network_fee","service_partner_advertiser_cost"
"2033667597","996503","248.00","29.76","2026-01-17 20:37:00","2","2026-01-20 14:47:00","15852245","Sale","dayinmydreams.com","https://dayinmydreams.com/","Retailer issue - Order reference in incorrect format","","2026-01-17 20:34:00","","2","No",,,,,"0.0.0.0","","PC Windows","PC Windows","https://twitgoo.com/","DEFAULT:248.00","United States of America",,"no",,,,,"0.00",,"3400349709416637055",,"","","DEFAULT:248.00","","4.22","0.00"
"2083648276","2635254","67.31","8.08","2026-04-01 00:59:00","2","2026-04-29 19:15:00","#15754","Sale","Microsoft Cashback","https://bing.com/shop","Retailer issue - Unauthorised voucher code used","","2026-04-01 00:30:00","ADS15","29","No",,,,,"0.0.0.0","cba-1c794fa1-b56a-4b1e-a50f-db0d1f5a7126","PC Windows","PC Unknown","https://www.bing.com/","NEW:67.31","United States of America","1: US","no",,,,,"0.00",,"585696205369186567",,"[{""product_id"":""8594891473146"",""product_name"":""Package Protetion  Valid in US."",""unit_price"":3.38,""quantity"":1,""sku_code"":""x-redo"",""commission_group_code"":""DEFAULT"",""category"":""return,package_protection""},{""product_id"":""8659432734970"",""product_name"":""Brando Toulouse"",""unit_price"":63.93,""quantity"":1,""sku_code"":""1008J94426_TOULOUSE_38"",""commission_group_code"":""DEFAULT"",""category"":""Slim""}]","","DEFAULT:67.31","new","1.14","0.00"
"2072530378","696205","328.00","39.36","2026-03-16 01:54:00","2","2026-03-19 16:35:00","6829160202490","Sale","Klarna","http://www.klarna.com","Order not complete - Customer returned order","","2026-03-16 01:48:00","","6","No",,,,,"0.0.0.0","app","iPhone","PC Unknown","","NEW:328.00","Ireland","1: shopifyApp_5.2.5,2: #15630,3: s2s,4: 24986320897","no",,,,,"0.00",,"5005622096606567817",,"[{""product_id"":""9010346852602"",""product_name"":""Dean Patent Noir"",""unit_price"":328.00,""quantity"":1,""sku_code"":""909L105001_PATENT NOIR_M"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:328.00","new","5.58","0.00"
"2040472889","214459","413.80","49.66","2026-01-27 15:19:00","2","2026-02-04 16:27:00","6742873145594","Sale","Honey Science Corporation","http://www.joinhoney.com/partners","Order not complete - manual commission added","https://checkout.monfrerefashion.com/","2026-01-27 14:59:00","EOS40","20","No",,,,,"0.0.0.0","dda966598d93bc42a47456f008aca4e113cc6cbd331dc9c9","PC Windows","PC Windows","","NEW:413.80","United States of America","1: shopifyApp_5.2.5,2: 6742873145594,3: px,4: 24986320897","no",,,,,"0.00",,"3668123068198211598",,"[{""product_id"":""8017651794170"",""product_name"":""Brando Velvet Noir"",""unit_price"":148.80,""quantity"":1,""sku_code"":""1008V73001_VELVET NOIR_32"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""8174159331578"",""product_name"":""Tactical Noir"",""unit_price"":73.60,""quantity"":1,""sku_code"":""3618J14001_NOIR_33"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""8938624155898"",""product_name"":""Tactical Needle Cord Noir"",""unit_price"":191.40,""quantity"":1,""sku_code"":""3618N75001_NOIR_32"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:413.80","new","7.03","0.00"
"2048272175","80338","173.60","8.68","2026-02-07 13:29:00","1","2026-03-02 17:01:00","6762770694394","Sale","intent.ly Overlays","https://intent.ly/",,"https://checkout.monfrerefashion.com/","2026-02-07 12:10:00","","78","No",,,,,"0.0.0.0","OID148095_DID160340_","iPhone","iPhone","https://www.monfrerefashion.com/collections/new-arrivals-1","RETURNING:173.60","Mexico","1: shopifyApp_5.2.5,2: #15356,3: px,4: 24986320897","yes","11186614",,,,"0.00",,"2084268685302366387",,"[{""product_id"":""9010345771258"",""product_name"":""Brando Needle Cord Vintage Blanc"",""unit_price"":173.60,""quantity"":1,""sku_code"":""1008N105102_VIN BLANC_29"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:173.60","returning","2.95","0.00"
"2053635381","1137879","328.20","39.38","2026-02-15 14:54:00","1","2026-03-09 12:37:00","6777126256890","Sale","LinkPrefer","https://www.linkprefer.com/",,"","2026-02-15 12:01:00","","173","No",,,,,"0.0.0.0","lp_mjl0yxu0ab7a-0-niquewallace","iPhone","PC Unknown","https://www.linkprefer.com/","NEW:328.20","Ireland","1: shopifyApp_5.2.5,2: #15425,3: s2s,4: 24986320897","yes","11186614",,,,"0.00",,"5005622096606567817",,"[{""product_id"":""8779329798394"",""product_name"":""Caine Lincoln"",""unit_price"":49.60,""quantity"":1,""sku_code"":""1044J35453_LINCOLN_31"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9010346950906"",""product_name"":""Dean Velvet Vintage Carbon"",""unit_price"":278.60,""quantity"":1,""sku_code"":""909V105425_VIN CARBON_M"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:328.20","new","5.58","0.00"
"2083955280","632550","827.54","49.65","2026-04-01 10:50:00","2","2026-04-06 13:47:00","6858764091642","Sale","Refermate LLC","http://www.refermate.com","Invalid claim - Transaction occurred too long ago","https://monfrerefashion.com/","2026-04-01 10:43:00","W15RH3VSVJ8","7","No",,,,,"0.0.0.0","0xcbxozwebx4828985x862a2c490b5745f7","iPhone","iPhone","https://refermate.com/","RETURNING:827.54","United States of America","1: shopifyApp_5.4.0,2: #15760,3: px,4: web","no",,,,,"0.00",,"6465064623275280272",,"[{""product_id"":""6930532401349"",""product_name"":""Preston Coated Noir"",""unit_price"":193.80,""quantity"":1,""sku_code"":""3015C91001_COATED NOIR_33"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""8594891473146"",""product_name"":""Package Protetion  Valid in US."",""unit_price"":8.48,""quantity"":1,""sku_code"":""x-redo"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""8938624483578"",""product_name"":""Cooper Coated Noir"",""unit_price"":236.30,""quantity"":1,""sku_code"":""810C75001_COATED NOIR_L"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9010346328314"",""product_name"":""Noah Butter Suede Noir"",""unit_price"":135.66,""quantity"":1,""sku_code"":""3012S105001_SUEDE NOIR_M"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9010346918138"",""product_name"":""Dean Butter Suede Noir"",""unit_price"":253.30,""quantity"":1,""sku_code"":""909S105001_SUEDE NOIR_L"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:827.54","returning","14.07","0.00"
"2075377352","407399","1521.80","91.31","2026-03-20 06:02:00","1","2026-04-06 13:45:00","6836292354298","Sale","Wildfire Systems, Inc.","http://wildlink.me",,"https://checkout.monfrerefashion.com/","2026-03-20 05:30:00","GX-PLV8U4H1F1","32","No",,,,,"0.0.0.0","WS700524f01e68b71990a478059cb97d","Apple Mac","Apple Mac","","RETURNING:1521.80","United States of America","1: shopifyApp_5.2.5,2: #15656,3: px,4: 24986320897","no","11297829",,,,"0.00",,"8343926902789761829",,"[{""product_id"":""9010346197242"",""product_name"":""Caine Espresso"",""unit_price"":138.60,""quantity"":1,""sku_code"":""1044S115203_ESPRESSO_36"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9120271139066"",""product_name"":""Greyson Desert Indigo"",""unit_price"":131.60,""quantity"":1,""sku_code"":""1026J44435_DESERT INDIG_34"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650011898"",""product_name"":""Noah Butter Suede Ivory"",""unit_price"":159.60,""quantity"":1,""sku_code"":""3012S_IVORY_L"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650536186"",""product_name"":""Eastwood Smokescreen"",""unit_price"":208.60,""quantity"":1,""sku_code"":""801D_SMOKESCREEN_XL"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650601722"",""product_name"":""Eastwood Butter Suede Steel Blue"",""unit_price"":187.60,""quantity"":1,""sku_code"":""801S_STEELBLUE_XL"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650634490"",""product_name"":""Bond Shirt Silk Ivory"",""unit_price"":173.60,""quantity"":1,""sku_code"":""822S_IVORY_XL"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650831098"",""product_name"":""Maverick Silk Steel Blue"",""unit_price"":243.60,""quantity"":1,""sku_code"":""912V_STEELBLUE_XL"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650896634"",""product_name"":""Jeter Varsity Suede Carolina"",""unit_price"":278.60,""quantity"":1,""sku_code"":""915S_CAROLINA_XL"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:1521.80","returning","25.87","0.00"
"2092533683","796279","193.80","11.63","2026-04-13 14:19:00","1","2026-05-11 15:11:00","#15846","Sale","SimplyCodes","https://simplycodes.com/",,"","2026-04-13 14:08:00","W15GWFGSW3S","11","No",,,,,"0.0.0.0","dio-HhC3gCpbVv","PC Windows","PC Unknown","https://simplycodes.com/","RETURNING:193.80","United States of America","1: US","no",,,,,"0.00",,"-1972596434240660634",,"[{""product_id"":""6930529812677"",""product_name"":""Brando Tinted Indigo"",""unit_price"":193.80,""quantity"":1,""sku_code"":""1008J71422_TINTED INDIG_31"",""commission_group_code"":""DEFAULT"",""category"":""Slim""}]","","DEFAULT:193.80","returning","3.29","0.00"
"2086333242","632550","238.40","28.61","2026-04-04 19:54:00","2","2026-04-06 13:48:00","6865221484794","Sale","Refermate LLC","http://www.refermate.com","Invalid claim - Transaction already tracked in your account","https://monfrerefashion.com/","2026-04-04 19:52:00","BR20","2","No",,,,,"0.0.0.0","0xcbxozwx4828985xa80e3f79d8e04e54","Apple Mac","Apple Mac","https://refermate.com/","NEW:238.40","United States of America","1: shopifyApp_5.4.0,2: #15785,3: px,4: web","no",,,,,"0.00",,"-6364814906045200368",,"[{""product_id"":""9142650536186"",""product_name"":""Eastwood Smokescreen"",""unit_price"":238.40,""quantity"":1,""sku_code"":""801D_SMOKESCREEN_S"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:238.40","new","4.05","0.00"
"2077054988","796279","188.00","22.56","2026-03-22 17:25:00","1","2026-04-13 12:27:00","6840508940538","Sale","SimplyCodes","https://simplycodes.com/",,"https://checkout.monfrerefashion.com/","2026-03-22 17:25:00","","0","No",,,,,"0.0.0.0","dio-giCRhyxmQk","iPhone","iPhone","https://simplycodes.com/","NEW:188.00","United States of America","1: shopifyApp_5.2.5,2: #15673,3: px,4: 24986320897","no","11297829",,,,"0.00",,"-8704594191370838388",,"[{""product_id"":""8938623729914"",""product_name"":""Greyson Rivoli"",""unit_price"":188.00,""quantity"":1,""sku_code"":""1026J95408_RIVOLI_31"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:188.00","new","3.20","0.00"
"2088919321","680477","295.80","35.50","2026-04-08 13:48:00","2","2026-04-10 13:32:00","6871991943418","Sale","Minty Recover","https://business.minty.com/","Invalid claim - Transaction already tracked in your account","https://monfrerefashion.com/","2026-04-08 13:47:00","ADS15","1","No",,,,,"0.0.0.0","","iPhone","iPhone","https://monfrre.offer.safeopt.com/","NEW:295.80","United States of America","1: shopifyApp_5.4.1,2: #15812,3: px,4: web","no",,,,,"0.00",,"2219996991626032836",,"[{""product_id"":""9142650831098"",""product_name"":""Maverick Silk Steel Blue"",""unit_price"":295.80,""quantity"":1,""sku_code"":""912V_STEELBLUE_L"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:295.80","new","5.03","0.00"
"2031422395","632550","768.90","46.13","2026-01-14 14:46:00","2","2026-01-19 13:01:00","6721052475642","Sale","Refermate LLC","http://www.refermate.com","Invalid claim - Transaction already tracked in your account","https://checkout.monfrerefashion.com/","2026-01-13 02:08:00","","2198","No",,,,,"0.0.0.0","0xcbxozwebx4826204x04b13999e1e5bcc5","Android Mobile","Android Mobile","https://refermate.com/stores/monfrere-promo-codes?utm_campaign=23201580365&adgroup=186449839854&creative=781476824159&keyword=monfrere%20discount%20code&device=m&network=g&adposition=&matchtype=e&location=9192859&gad_source=1&gad_campaignid=23201580365&gc","RETURNING:768.90","United States of America","1: shopifyApp_5.2.5,2: 6721052475642,3: px,4: 24986320897","no",,,,,"0.00",,"523187072740236352",,"[{""product_id"":""8938624876794"",""product_name"":""Dean Cowhide"",""unit_price"":768.90,""quantity"":1,""sku_code"":""909L85903_COWHIDE_XL"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:768.90","returning","13.07","0.00"
"2023386548","81392","136.40","8.18","2026-01-03 15:08:00","1","2026-01-29 14:42:00","#15044","Sale","RetailMeNot.com","http://www.retailmenot.com",,"https://checkout.monfrerefashion.com/","2026-01-03 15:05:00","","3","No",,,,,"0.0.0.0","070HX7jw2EFYIdrR9NFBPlW","Android Mobile","Android Mobile","https://www.retailmenot.com/view/monfrerefashion.com","RETURNING:136.40","United States of America","1: shopifyApp_5.2.5,2: 6700585976058,3: px,4: 24986320897","no","11015018",,,,"0.00",,"-5267018025759545673",,"[{""product_id"":""8938623336698"",""product_name"":""Brando Needle Cord Plum"",""unit_price"":136.40,""quantity"":1,""sku_code"":""1008N95504_PLUM_38"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:136.40","returning","2.32","0.00"
"2025532560","80338","79.20","3.96","2026-01-06 14:08:00","1","2026-02-02 13:08:00","6705037705466","Sale","intent.ly Overlays","https://intent.ly/",,"https://checkout.monfrerefashion.com/","2026-01-06 13:55:00","","13","No",,,,,"0.0.0.0","OID148095_DID160348_","iPhone","iPhone","https://www.monfrerefashion.com/products/brando-indigo-1","RETURNING:79.20","United States of America","1: shopifyApp_5.2.5,2: 6705037705466,3: px,4: 24986320897","yes","11072934",,,,"0.00",,"-7775953824644760077",,"[{""product_id"":""8049493377274"",""product_name"":""Brando Parisian Luxe Noir"",""unit_price"":79.20,""quantity"":1,""sku_code"":""1008P03001_NOIR_30"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:79.20","returning","1.35","0.00"
"2053743632","81392","117.92","14.15","2026-02-15 18:03:00","1","2026-03-09 12:37:00","#15430","Sale","RetailMeNot.com","http://www.retailmenot.com",,"","2026-02-15 17:59:00","CPL20","5","No",,,,,"0.0.0.0","04hk6i2vohiQi0y9RRGC8Bq","iPhone","PC Unknown","https://www.retailmenot.com/view/monfrerefashion.com","NEW:117.92","United States of America","1: US","no","11186614",,,,"0.00",,"2167839724103597064",,"[{""product_id"":""9010346000634"",""product_name"":""Caine Acid Carbon"",""unit_price"":117.92,""quantity"":1,""sku_code"":""1044C105425_ACID CARBON_32"",""commission_group_code"":""DEFAULT"",""category"":""Straight""}]","","DEFAULT:117.92","new","2.00","0.00"
"2042808344","80338","83.40","4.17","2026-01-30 19:02:00","1","2026-02-24 15:00:00","6748853993722","Sale","intent.ly Overlays","https://intent.ly/",,"https://checkout.monfrerefashion.com/","2026-01-30 15:27:00","","215","No",,,,,"0.0.0.0","OID148095_DID160340_","iPhone","iPhone","https://www.monfrerefashion.com/?_kx=BHO1DPkhPVBc9OzWbDFga_R9lkzRt2KhXK9Vipwa02o.HdPDx3&tw_source=Klaviyo&utm_campaign=1%2F30%2F2026+Flash+Sale+Site+Wide+%2801KG67CVVJ2SZ1R0QATJ32NY68%29&utm_id=01KG67CVVJ2SZ1R0QATJ32NY68&utm_medium=email&utm_source=Klaviy","RETURNING:83.40","United States of America","1: shopifyApp_5.2.5,2: #15277,3: px,4: 24986320897","yes","11122576",,,,"0.00",,"-5994346929633610947",,"[{""product_id"":""8659434569978"",""product_name"":""Clint Matteo"",""unit_price"":83.40,""quantity"":1,""sku_code"":""1038J94406_MATTEO_30"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:83.40","returning","1.42","0.00"
"2086334636","632550","238.40","28.61","2026-04-04 19:58:00","1","2026-04-29 19:15:00","#15785","Sale","Refermate LLC","http://www.refermate.com",,"","2026-04-04 19:52:00","BR20","6","No",,,,,"0.0.0.0","0xcbxozwx4828985xa80e3f79d8e04e54","Apple Mac","PC Unknown","https://refermate.com/","NEW:238.40","United States of America","1: US","no","11352359",,,,"0.00",,"-2483358634584040877",,"[{""product_id"":""9142650536186"",""product_name"":""Eastwood Smokescreen"",""unit_price"":238.40,""quantity"":1,""sku_code"":""801D_SMOKESCREEN_S"",""commission_group_code"":""DEFAULT"",""category"":""Shirt""}]","","DEFAULT:238.40","new","4.05","0.00"
"2083900505","1435967","676.60","81.19","2026-04-01 09:15:00","2","2026-04-10 13:31:00","6858627121402","Sale","BlueAFF","https://blueaff.com/","Order not complete - manual commission added","","2026-03-31 16:03:00","W158834DT4M","1032","No",,,,,"0.0.0.0","b47bb39eb7354838be7abda8fcbe5df7","Apple Mac","PC Unknown","https://bestbuychronicle.com/","NEW:676.60","Ireland","1: shopifyApp_5.4.0,2: #15756,3: s2s,4: web","no",,,,,"0.00",,"5005622096606567817",,"[{""product_id"":""9142650896634"",""product_name"":""Jeter Varsity Suede Carolina"",""unit_price"":338.30,""quantity"":1,""sku_code"":""915S_CAROLINA_M"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:676.60","new","11.50","0.00"
"2104215024","156708","108.90","13.07","2026-04-29 13:17:00","0","","6913250459898","Sale","Ebates Performance Marketing, Inc. dba Rakuten Rewards","http://www.ebates.com",,"https://monfrerefashion.com/","2026-04-29 13:16:00","","1","No",,,,,"0.0.0.0","ebs6321252740sbe","PC Windows","PC Windows","","NEW:108.90","United States of America","1: shopifyApp_5.4.1,3: px,2: #15993,4: web","no",,,,,"0.00",,"-799514677982748401",,"[{""product_id"":""9010345935098"",""product_name"":""Greyson Velvet Vintage Carbon"",""unit_price"":108.90,""quantity"":1,""sku_code"":""1026V105425_VINT CARBON_33"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:108.90","new","1.85","0.00"
"2083475078","2690254","702.98","42.18","2026-03-31 17:13:00","2","2026-04-07 12:38:00","6857510650106","Sale","CRENATIVE AGR TECHNOLOGY LTD (WhizzCo)","https://whizzco.com","Order not complete - manual commission added","","2026-03-31 09:39:00","","453","No",,,,,"0.0.0.0","basedunderground.com","iPhone","PC Unknown","","RETURNING:702.98","Ireland","1: shopifyApp_5.4.0,2: #15751,3: s2s,4: web","no",,,,,"0.00",,"5005622096606567817",,"[{""product_id"":""8594891473146"",""product_name"":""Package Protetion  Valid in US."",""unit_price"":6.98,""quantity"":1,""sku_code"":""x-redo"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650831098"",""product_name"":""Maverick Silk Steel Blue"",""unit_price"":348.00,""quantity"":1,""sku_code"":""912V_STEELBLUE_M"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:702.98","returning","11.95","0.00"
"2084874173","632550","347.20","20.83","2026-04-02 16:13:00","1","2026-04-29 19:15:00","#15772","Sale","Refermate LLC","http://www.refermate.com",,"","2026-04-02 16:06:00","","7","No",,,,,"0.0.0.0","0xcbxozwebx4828985x7f6bfe2d896b4372","iPhone","PC Unknown","https://refermate.com/","RETURNING:347.20","United States of America","1: US","no","11352359",,,,"0.00",,"4835381333946297456",,"[{""product_id"":""9010345935098"",""product_name"":""Greyson Velvet Vintage Carbon"",""unit_price"":138.60,""quantity"":1,""sku_code"":""1026V105425_VINT CARBON_36"",""commission_group_code"":""DEFAULT"",""category"":""Skinny""},{""product_id"":""9010346950906"",""product_name"":""Dean Velvet Vintage Carbon"",""unit_price"":208.60,""quantity"":1,""sku_code"":""909V105425_VIN CARBON_XXL"",""commission_group_code"":""DEFAULT"",""category"":""Trucker Jacket""}]","","DEFAULT:347.20","returning","5.90","0.00"
"2096379540","632550","243.20","29.18","2026-04-18 22:29:00","2","2026-05-04 14:51:00","#15915","Sale","Refermate LLC","http://www.refermate.com","Retailer issue - Unauthorised voucher code used","","2026-04-18 22:23:00","BR20","7","No",,,,,"0.0.0.0","0xcbxozwx4828985x877018f79a0f42b3","PC Windows","PC Unknown","https://refermate.com/","NEW:243.20","United States of America","1: US","no",,,,,"0.00",,"6066648303157113120",,"[{""product_id"":""7715493740794"",""product_name"":""Dann Noir"",""unit_price"":70.40,""quantity"":1,""sku_code"":""306T72001_NOIR_L"",""commission_group_code"":""DEFAULT"",""category"":""Shirt""},{""product_id"":""7715493871866"",""product_name"":""Dann Blanc"",""unit_price"":70.40,""quantity"":1,""sku_code"":""306T72100_BLANC_L"",""commission_group_code"":""DEFAULT"",""category"":""Shirt""},{""product_id"":""8707409084666"",""product_name"":""Brando Short Mineral Green"",""unit_price"":102.40,""quantity"":1,""sku_code"":""609S3339_MINERAL GREE_34"",""commission_group_code"":""DEFAULT"",""category"":""Shorts""}]","","DEFAULT:243.20","new","4.13","0.00"
"2075886635","177945","297.20","17.83","2026-03-20 23:34:00","2","2026-03-25 12:32:00","6837639217402","Sale","Demand.io","https://knoji.com/","Order not complete - manual commission added","https://checkout.monfrerefashion.com/","2026-03-20 23:34:00","SIMPLY50","n/a","No",,,,,"0.0.0.0","","PC Unknown","iPhone","","RETURNING:297.20","United States of America","1: shopifyApp_5.2.5,2: #15660,3: px,4: 24986320897","no",,,,,"0.00",,"6533801353167709368",,"[{""product_id"":""9010345935098"",""product_name"":""Greyson Velvet Vintage Carbon"",""unit_price"":118.65,""quantity"":1,""sku_code"":""1026V105425_VINT CARBON_33"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9010346950906"",""product_name"":""Dean Velvet Vintage Carbon"",""unit_price"":178.55,""quantity"":1,""sku_code"":""909V105425_VIN CARBON_XXL"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:297.20","returning","5.05","0.00"
"2097750397","81392","268.00","16.08","2026-04-20 18:48:00","0","","6895746089210","Sale","RetailMeNot.com","http://www.retailmenot.com",,"","2026-04-20 18:24:00","","24","No",,,,,"0.0.0.0","03R4OGQiwtnldi5HKSNYgW8","Apple Mac","PC Unknown","https://www.retailmenot.com/view/monfrerefashion.com?outclicked=true&eventReferenceId=ff23e7f1-c475-416b-af45-016eba9f8f18","RETURNING:268.00","United States of America","1: shopifyApp_5.4.1,2: #15931,3: s2s,4: web","no",,,,,"0.00",,"3822051253497391009",,"[{""product_id"":""9142650601722"",""product_name"":""Eastwood Butter Suede Steel Blue"",""unit_price"":268.00,""quantity"":1,""sku_code"":""801S_STEELBLUE_L"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:268.00","returning","4.56","0.00"
"2058110542","81392","136.40","8.18","2026-02-22 18:42:00","1","2026-03-17 12:49:00","6789025857786","Sale","RetailMeNot.com","http://www.retailmenot.com",,"https://checkout.monfrerefashion.com/","2026-02-22 18:40:00","","2","No",,,,,"0.0.0.0","046vFxvREpcQ5sqblzybAHL","Android Mobile","Android Mobile","https://www.retailmenot.com/view/monfrerefashion.com","RETURNING:136.40","United States of America","1: shopifyApp_5.2.5,2: #15489,3: px,4: 24986320897","no","11246472",,,,"0.00",,"3486424530283130790",,"[{""product_id"":""8938623336698"",""product_name"":""Brando Needle Cord Plum"",""unit_price"":136.40,""quantity"":1,""sku_code"":""1008N95504_PLUM_32"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:136.40","returning","2.32","0.00"
"2077403433","177945","276.60","16.60","2026-03-23 08:11:00","1","2026-04-21 17:03:00","6841441190138","Sale","Demand.io","https://knoji.com/",,"https://checkout.monfrerefashion.com/","2026-03-23 08:11:00","SIMPLY50","n/a","No",,,,,"0.0.0.0","","PC Unknown","Android Mobile","","RETURNING:276.60","United States of America","1: shopifyApp_5.2.5,2: #15678,3: px,4: 24986320897","no","11352359",,,,"0.00",,"-3021560447752776148",,"[{""product_id"":""8174146552058"",""product_name"":""Brando Naples"",""unit_price"":159.22,""quantity"":1,""sku_code"":""1008J34454_NAPLES_31"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9010345771258"",""product_name"":""Brando Needle Cord Vintage Blanc"",""unit_price"":117.38,""quantity"":1,""sku_code"":""1008N105102_VIN BLANC_30"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:276.60","returning","4.70","0.00"
"2029381705","80338","98.40","4.92","2026-01-11 19:57:00","1","2026-02-10 12:59:00","6716544745722","Sale","intent.ly Overlays","https://intent.ly/",,"https://checkout.monfrerefashion.com/","2026-01-11 19:55:00","","1","No",,,,,"0.0.0.0","OID148092_DID160348_","iPhone","iPhone","https://www.monfrerefashion.com/products/tactical-army","NEW:98.40","United States of America","1: shopifyApp_5.2.5,2: 6716544745722,3: px,4: 24986320897","yes","11072934",,,,"0.00",,"5993471874262872211",,"[{""product_id"":""8779330027770"",""product_name"":""Tactical Army"",""unit_price"":98.40,""quantity"":1,""sku_code"":""3618J55310_ARMY_38"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:98.40","new","1.67","0.00"
"2074476581","177945","399.60","23.98","2026-03-18 18:57:00","2","2026-03-20 16:45:00","6833851007226","Sale","Demand.io","https://knoji.com/","Order not complete - manual commission added","https://checkout.monfrerefashion.com/","2026-03-18 18:57:00","SIMPLY50","n/a","No",,,,,"0.0.0.0","","PC Unknown","Apple Mac","","RETURNING:399.60","United States of America","1: shopifyApp_5.2.5,2: #15642,3: px,4: 24986320897","no",,,,,"0.00",,"6463630830697107304",,"[{""product_id"":""9120272089338"",""product_name"":""Cooper Velvet Noir"",""unit_price"":179.18,""quantity"":1,""sku_code"":""810V112001_VELVET NOIR_M"",""commission_group_code"":""DEFAULT"",""category"":""""},{""product_id"":""9142650634490"",""product_name"":""Bond Shirt Silk Ivory"",""unit_price"":220.42,""quantity"":1,""sku_code"":""822S_IVORY_M"",""commission_group_code"":""DEFAULT"",""category"":""""}]","","DEFAULT:399.60","returning","6.79","0.00"
"2091672259","81392","388.96","46.68","2026-04-12 12:10:00","1","2026-05-04 14:51:00","#15840","Sale","RetailMeNot.com","http://www.retailmenot.com",,"","2026-04-12 12:05:00","RTMN15","5","No",,,,,"0.0.0.0","02osSV2SNaBUHH4yPzHMGYe","iPhone","PC Unknown","https://www.retailmenot.com/view/monfrerefashion.com?outclicked=true&eventReferenceId=bf664bf8-ce01-4c49-bfb5-1aff70a8dc4a","NEW:388.96","United States of America","1: US","no",,,,,"0.00",,"-5624452490299193541",,"[{""product_id"":""5805989298340"",""product_name"":""Brando Ink"",""unit_price"":178.50,""quantity"":1,""sku_code"":""1008_INK_36"",""commission_group_code"":""DEFAULT"",""category"":""Slim""},{""product_id"":""7715493740794"",""product_name"":""Dann Noir"",""unit_price"":74.80,""quantity"":1,""sku_code"":""306T72001_NOIR_XL"",""commission_group_code"":""DEFAULT"",""category"":""Shirt""},{""product_id"":""9010346328314"",""product_name"":""Noah Butter Suede Noir"",""unit_price"":135.66,""quantity"":1,""sku_code"":""3012S105001_SUEDE NOIR_XL"",""commission_group_code"":""DEFAULT"",""category"":""Skinny""}]","","DEFAULT:388.96","new","6.61","0.00"
