Day,"Campaign name","Ad set name","Ad name","Page name",Ads,Gender,Age,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
2024-10-14,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,45-54,archived,ad,14,16,1.14285714,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.08,0.04,2024-09-05,Ongoing,2024-10-14,2024-10-14
2024-10-14,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,35-44,archived,ad,9,9,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.06,0.06,2024-09-05,Ongoing,2024-10-14,2024-10-14
2024-10-14,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,55-64,archived,ad,9,10,1.11111111,"7-day click or 1-day view",,,0.06,,2024-09-05,Ongoing,2024-10-14,2024-10-14
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,18-24,archived,ad,3,5,1.66666667,"7-day click or 1-day view",,,0.01996106,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,45-54,archived,ad,26,27,1.03846154,"7-day click or 1-day view",,,0.04,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,35-44,archived,ad,24,27,1.125,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.1,0.1,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,55-64,archived,ad,28,29,1.03571429,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.11,0.055,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,55-64,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,35-44,archived,ad,3,3,1,"7-day click or 1-day view",,,0.02,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,65+,archived,ad,1,1,1,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.01,0.005,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,35-44,archived,ad,3,3,1,"7-day click or 1-day view",,,0.01996106,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,45-54,archived,ad,5,9,1.8,"7-day click or 1-day view",,,0.01996106,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,25-34,archived,ad,4,6,1.5,"7-day click or 1-day view",,,0.0299416,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,65+,archived,ad,10,11,1.1,"7-day click or 1-day view",,,0.04990266,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,35-44,archived,ad,361,403,1.11634349,"7-day click or 1-day view",actions:omni_landing_page_view,12,1.27,0.10583333,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,55-64,archived,ad,7,7,1,"7-day click or 1-day view",,,0.03992213,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,25-34,archived,ad,93,100,1.07526882,"7-day click or 1-day view",actions:omni_landing_page_view,7,0.31937703,0.04562529,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,65+,archived,ad,116,134,1.15517241,"7-day click or 1-day view",actions:omni_landing_page_view,6,0.38924075,0.06487346,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,65+,archived,ad,551,625,1.13430127,"7-day click or 1-day view",actions:omni_landing_page_view,31,1.71665152,0.05537586,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,18-24,archived,ad,280,323,1.15357143,"7-day click or 1-day view",actions:omni_landing_page_view,15,0.91820896,0.06121393,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,25-34,archived,ad,838,938,1.11933174,"7-day click or 1-day view",actions:omni_landing_page_view,27,2.86441272,0.10608936,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,35-44,archived,ad,949,1079,1.1369863,"7-day click or 1-day view",actions:omni_landing_page_view,32,2.78456846,0.08701776,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,45-54,archived,ad,111,128,1.15315315,"7-day click or 1-day view",actions:omni_landing_page_view,5,0.51898767,0.10379753,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,45-54,archived,ad,863,967,1.12050985,"7-day click or 1-day view",actions:omni_landing_page_view,27,2.75462687,0.10202322,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,55-64,archived,ad,587,668,1.13798978,"7-day click or 1-day view",actions:omni_landing_page_view,27,2.07595068,0.07688706,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,18-24,archived,ad,58,66,1.13793103,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.10978585,0.10978585,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,55-64,archived,ad,119,142,1.19327731,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.38924075,0.38924075,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,45-54,archived,ad,269,307,1.14126394,"7-day click or 1-day view",actions:omni_landing_page_view,4,0.88,0.22,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,35-44,archived,ad,91,104,1.14285714,"7-day click or 1-day view",actions:omni_landing_page_view,4,0.35929916,0.08982479,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,55-64,archived,ad,196,219,1.11734694,"7-day click or 1-day view",actions:omni_landing_page_view,7,0.6,0.08571429,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,45-54,archived,ad,10,10,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.05,0.05,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,18-24,archived,ad,243,274,1.12757202,"7-day click or 1-day view",actions:omni_landing_page_view,10,0.69,0.069,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,25-34,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,65+,archived,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.04,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,45-54,archived,ad,8,10,1.25,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.06,0.03,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,55-64,archived,ad,4,4,1,"7-day click or 1-day view",,,0.01,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,45-54,archived,ad,389,426,1.09511568,"7-day click or 1-day view",actions:omni_landing_page_view,26,2.17,0.08346154,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,55-64,archived,ad,429,470,1.0955711,"7-day click or 1-day view",actions:omni_landing_page_view,40,2.73,0.06825,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,35-44,archived,ad,302,329,1.08940397,"7-day click or 1-day view",actions:omni_landing_page_view,23,1.86,0.08086957,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,25-34,archived,ad,138,157,1.13768116,"7-day click or 1-day view",actions:omni_landing_page_view,9,0.78,0.08666667,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,18-24,archived,ad,24,24,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.16,0.16,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,65+,archived,ad,153,171,1.11764706,"7-day click or 1-day view",actions:omni_landing_page_view,13,1.22,0.09384615,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,35-44,archived,ad,6,7,1.16666667,"7-day click or 1-day view",,,0.04,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,55-64,archived,ad,11,11,1,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.06,0.03,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,18-24,archived,ad,20,20,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.04,0.04,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,25-34,archived,ad,426,444,1.04225352,"7-day click or 1-day view",actions:omni_landing_page_view,6,1.29,0.215,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,35-44,archived,ad,4,5,1.25,"7-day click or 1-day view",,,0.02,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,65+,archived,ad,23,24,1.04347826,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.08,0.08,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,65+,archived,ad,160,172,1.075,"7-day click or 1-day view",actions:omni_landing_page_view,4,0.45,0.1125,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,25-34,archived,ad,46,51,1.10869565,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.09,0.09,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,18-24,archived,ad,2,2,1,"7-day click or 1-day view",,,0.01,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,45-54,archived,ad,2,2,1,"7-day click or 1-day view",,,0.01,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,25-34,archived,ad,4,4,1,"7-day click or 1-day view",,,0.02,,2024-08-19,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,18-24,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-13,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,65+,archived,ad,7,11,1.57142857,"7-day click or 1-day view",,,0.04,,2024-09-05,Ongoing,2024-10-13,2024-10-13
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,55-64,archived,ad,17,17,1,"7-day click or 1-day view",,,0.07,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,35-44,archived,ad,8,9,1.125,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.03994394,0.03994394,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,45-54,archived,ad,8,12,1.5,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.03994394,0.01997197,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,25-34,archived,ad,8,8,1,"7-day click or 1-day view",,,0.04992992,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,35-44,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,25-34,archived,ad,6,6,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.03,0.03,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,18-24,archived,ad,7,7,1,"7-day click or 1-day view",,,0.06,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,45-54,archived,ad,27,30,1.11111111,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.12,0.06,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,65+,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,35-44,archived,ad,30,34,1.13333333,"7-day click or 1-day view",,,0.07,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,18-24,archived,ad,17,17,1,"7-day click or 1-day view",,,0.08987386,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,65+,archived,ad,12,12,1,"7-day click or 1-day view",,,0.05991591,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,55-64,archived,ad,6,6,1,"7-day click or 1-day view",,,0.03994394,,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,45-54,archived,ad,90,97,1.07777778,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.33952348,0.16976174,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,65+,archived,ad,68,91,1.33823529,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.34950946,0.17475473,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,45-54,archived,ad,1075,1239,1.15255814,"7-day click or 1-day view",actions:omni_landing_page_view,34,3.91450596,0.11513253,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,55-64,archived,ad,759,866,1.14097497,"7-day click or 1-day view",actions:omni_landing_page_view,32,2.74614576,0.08581706,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,35-44,archived,ad,1159,1361,1.17428818,"7-day click or 1-day view",actions:omni_landing_page_view,42,4.06429573,0.09676895,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,25-34,archived,ad,1283,1502,1.17069369,"7-day click or 1-day view",actions:omni_landing_page_view,61,6.0914506,0.09985985,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,65+,archived,ad,699,786,1.12446352,"7-day click or 1-day view",actions:omni_landing_page_view,28,2.37666433,0.08488087,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,18-24,archived,ad,731,791,1.08207934,"7-day click or 1-day view",actions:omni_landing_page_view,48,4.18412754,0.08716932,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,18-24,archived,ad,312,355,1.13782051,"7-day click or 1-day view",actions:omni_landing_page_view,24,2.12701472,0.08862561,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,25-34,archived,ad,212,273,1.28773585,"7-day click or 1-day view",actions:omni_landing_page_view,36,1.33812193,0.03717005,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,55-64,archived,ad,95,95,1,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.27960757,0.13980378,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,18-24,archived,ad,141,150,1.06382979,"7-day click or 1-day view",actions:omni_landing_page_view,3,0.65,0.21666667,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,65+,archived,ad,219,241,1.10045662,"7-day click or 1-day view",actions:omni_landing_page_view,11,0.78,0.07090909,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,35-44,archived,ad,98,106,1.08163265,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.36948143,0.18474071,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,45-54,archived,ad,364,414,1.13736264,"7-day click or 1-day view",actions:omni_landing_page_view,31,1.46,0.04709677,2024-08-19,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,55-64,archived,ad,419,471,1.12410501,"7-day click or 1-day view",actions:omni_landing_page_view,40,2.51,0.06275,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,18-24,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,25-34,archived,ad,2,2,1,"7-day click or 1-day view",,,0.01,,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,65+,archived,ad,3,5,1.66666667,"7-day click or 1-day view",,,0.02,,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,55-64,archived,ad,8,8,1,"7-day click or 1-day view",,,0.05,,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,55-64,archived,ad,12,13,1.08333333,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.09,0.045,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,65+,archived,ad,10,12,1.2,"7-day click or 1-day view",,,0.03,,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,25-34,archived,ad,184,197,1.07065217,"7-day click or 1-day view",actions:omni_landing_page_view,14,0.98,0.07,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,35-44,archived,ad,339,370,1.09144543,"7-day click or 1-day view",actions:omni_landing_page_view,21,2.15,0.10238095,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,45-54,archived,ad,411,456,1.10948905,"7-day click or 1-day view",actions:omni_landing_page_view,35,2.37,0.06771429,2024-09-05,Ongoing,2024-10-12,2024-10-12
2024-10-12,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,18-24,archived,ad,35,37,1.05714286,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.17,0.17,2024-09-05,Ongoing,2024-10-12,2024-10-12
