Day,"Campaign name","Ad set name","Ad name","Page name",Ads,Gender,Age,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,65+,archived,ad,45,52,1.15555556,"7-day click or 1-day view",,,0.44948483,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,25-34,archived,ad,213,233,1.09389671,"7-day click or 1-day view",actions:omni_landing_page_view,12,1.24856898,0.10404741,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,35-44,archived,ad,76,81,1.06578947,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.39954207,0.39954207,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,45-54,archived,ad,6,8,1.33333333,"7-day click or 1-day view",,,0.03995421,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,65+,archived,ad,8,8,1,"7-day click or 1-day view",,,0.05993131,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,25-34,archived,ad,856,989,1.15537383,"7-day click or 1-day view",actions:omni_landing_page_view,36,5.15,0.14305556,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,18-24,archived,ad,424,512,1.20754717,"7-day click or 1-day view",actions:omni_landing_page_view,28,2.23,0.07964286,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,25-34,archived,ad,444,509,1.1463964,"7-day click or 1-day view",actions:omni_landing_page_view,22,2.65,0.12045455,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,18-24,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,25-34,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,35-44,archived,ad,238,265,1.11344538,"7-day click or 1-day view",actions:omni_landing_page_view,13,1.15,0.08846154,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,65+,archived,ad,15,22,1.46666667,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.22,0.11,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,45-54,archived,ad,242,262,1.08264463,"7-day click or 1-day view",actions:omni_landing_page_view,22,1.85,0.08409091,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,35-44,archived,ad,209,222,1.06220096,"7-day click or 1-day view",actions:omni_landing_page_view,13,1.84,0.14153846,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,55-64,archived,ad,266,305,1.14661654,"7-day click or 1-day view",actions:omni_landing_page_view,19,2.26,0.11894737,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,65+,archived,ad,166,183,1.10240964,"7-day click or 1-day view",actions:omni_landing_page_view,9,1.61,0.17888889,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,25-34,archived,ad,176,186,1.05681818,"7-day click or 1-day view",actions:omni_landing_page_view,12,1.31,0.10916667,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,35-44,archived,ad,2,2,1,"7-day click or 1-day view",,,0.03,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,55-64,archived,ad,7,8,1.14285714,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.08,0.08,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,18-24,archived,ad,21,21,1,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.16,0.08,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,35-44,archived,ad,6,6,1,"7-day click or 1-day view",,,0.06,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,45-54,archived,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.05,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,55-64,archived,ad,7,7,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.04,0.04,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,25-34,archived,ad,23,26,1.13043478,"7-day click or 1-day view",,,0.13,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,65+,archived,ad,6,7,1.16666667,"7-day click or 1-day view",,,0.05,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,55-64,archived,ad,45,47,1.04444444,"7-day click or 1-day view",actions:omni_landing_page_view,4,0.19,0.0475,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,55-64,archived,ad,58,62,1.06896552,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.33,0.165,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,18-24,archived,ad,12,16,1.33333333,"7-day click or 1-day view",,,0.07,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,35-44,archived,ad,131,149,1.13740458,"7-day click or 1-day view",actions:omni_landing_page_view,3,0.7,0.23333333,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,45-54,archived,ad,2,3,1.5,"7-day click or 1-day view",,,0.02,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,65+,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,45-54,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,25-34,archived,ad,4,4,1,"7-day click or 1-day view",,,0.03,,2024-09-05,Ongoing,2024-12-05,2024-12-05
2024-12-05,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,55-64,archived,ad,1,1,1,"7-day click or 1-day view",,,0,,2024-08-19,Ongoing,2024-12-05,2024-12-05
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,65+,archived,ad,4,5,1.25,"7-day click or 1-day view",,,0.05,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,25-34,archived,ad,244,269,1.10245902,"7-day click or 1-day view",actions:omni_landing_page_view,12,1.16,0.09666667,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,35-44,archived,ad,12,14,1.16666667,"7-day click or 1-day view",,,0.07,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,55-64,archived,ad,3,4,1.33333333,"7-day click or 1-day view",,,0.03,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,45-54,archived,ad,5,13,2.6,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.04,0.02,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,55-64,archived,ad,89,100,1.12359551,"7-day click or 1-day view",,,0.52,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,45-54,archived,ad,5,5,1,"7-day click or 1-day view",,,0.02,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,55-64,archived,ad,51,58,1.1372549,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.21,0.105,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,45-54,archived,ad,134,149,1.1119403,"7-day click or 1-day view",actions:omni_landing_page_view,3,0.6,0.2,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,18-24,archived,ad,437,559,1.2791762,"7-day click or 1-day view",actions:omni_landing_page_view,20,2.41,0.1205,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,55-64,archived,ad,323,396,1.22600619,"7-day click or 1-day view",actions:omni_landing_page_view,11,2.06,0.18727273,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,55-64,archived,ad,54,58,1.07407407,"7-day click or 1-day view",,,0.22,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,65+,archived,ad,97,106,1.09278351,"7-day click or 1-day view",actions:omni_landing_page_view,4,0.43,0.1075,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,18-24,archived,ad,209,233,1.11483254,"7-day click or 1-day view",actions:omni_landing_page_view,1,1.01,1.01,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,18-24,archived,ad,683,797,1.16691069,"7-day click or 1-day view",actions:omni_landing_page_view,28,3.75,0.13392857,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,45-54,archived,ad,361,427,1.18282548,"7-day click or 1-day view",actions:omni_landing_page_view,16,2.18,0.13625,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,65+,archived,ad,403,476,1.18114144,"7-day click or 1-day view",actions:omni_landing_page_view,33,2.91,0.08818182,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,35-44,archived,ad,576,680,1.18055556,"7-day click or 1-day view",actions:omni_landing_page_view,39,3.55,0.09102564,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,65+,archived,ad,76,87,1.14473684,"7-day click or 1-day view",actions:omni_landing_page_view,5,0.66,0.132,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,male,25-34,archived,ad,1055,1226,1.16208531,"7-day click or 1-day view",actions:omni_landing_page_view,41,5.9,0.14390244,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,35-44,archived,ad,86,97,1.12790698,"7-day click or 1-day view",actions:omni_landing_page_view,3,0.52,0.17333333,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,female,45-54,archived,ad,52,59,1.13461538,"7-day click or 1-day view",,,0.14,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,65+,archived,ad,12,13,1.08333333,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.07,0.07,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,18-24,archived,ad,12,13,1.08333333,"7-day click or 1-day view",actions:omni_landing_page_view,4,0.07,0.0175,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,25-34,archived,ad,2,2,1,"7-day click or 1-day view",,,0,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,25-34,archived,ad,752,871,1.15824468,"7-day click or 1-day view",actions:omni_landing_page_view,28,4.19,0.14964286,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,18-24,archived,ad,15,21,1.4,"7-day click or 1-day view",,,0.1,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,35-44,archived,ad,288,329,1.14236111,"7-day click or 1-day view",actions:omni_landing_page_view,9,1.7,0.18888889,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,18-24,archived,ad,63,67,1.06349206,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.42,0.42,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,65+,archived,ad,53,59,1.11320755,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.25,0.125,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,55-64,archived,ad,7,8,1.14285714,"7-day click or 1-day view",,,0.08,,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,35-44,archived,ad,10,11,1.1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.11,0.11,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,65+,archived,ad,11,13,1.18181818,"7-day click or 1-day view",,,0.11,,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,35-44,archived,ad,3,4,1.33333333,"7-day click or 1-day view",,,0,,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,45-54,archived,ad,10,10,1,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.09,0.045,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,55-64,archived,ad,308,360,1.16883117,"7-day click or 1-day view",actions:omni_landing_page_view,25,3.19,0.1276,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,35-44,archived,ad,290,325,1.12068966,"7-day click or 1-day view",actions:omni_landing_page_view,30,2.73,0.091,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,25-34,archived,ad,326,368,1.12883436,"7-day click or 1-day view",actions:omni_landing_page_view,27,2.54,0.09407407,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,45-54,archived,ad,8,8,1,"7-day click or 1-day view",,,0.08,,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,65+,archived,ad,186,226,1.21505376,"7-day click or 1-day view",actions:omni_landing_page_view,19,2.07,0.10894737,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,male,45-54,archived,ad,325,363,1.11692308,"7-day click or 1-day view",actions:omni_landing_page_view,26,3,0.11538462,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,65+,archived,ad,20,20,1,"7-day click or 1-day view",actions:omni_landing_page_view,2,0.17,0.085,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,45-54,archived,ad,66,68,1.03030303,"7-day click or 1-day view",actions:omni_landing_page_view,3,0.29,0.09666667,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,male,18-24,archived,ad,577,676,1.17157712,"7-day click or 1-day view",actions:omni_landing_page_view,16,2.79,0.174375,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,25-34,archived,ad,8,8,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.07,0.07,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,35-44,archived,ad,159,189,1.18867925,"7-day click or 1-day view",actions:omni_landing_page_view,9,0.77,0.08555556,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,25-34,archived,ad,16,21,1.3125,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.16,0.16,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,female,25-34,archived,ad,509,598,1.17485265,"7-day click or 1-day view",actions:omni_landing_page_view,28,2.97,0.10607143,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,35-44,archived,ad,5,6,1.2,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.03,0.03,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SLIDESHOW,MONFRÈRE,CATALOGUE_SLIDESHOW,unknown,55-64,archived,ad,2,2,1,"7-day click or 1-day view",,,0,,2024-08-19,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,unknown,25-34,archived,ad,2,2,1,"7-day click or 1-day view",,,0.01,,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,55-64,archived,ad,9,9,1,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.1,0.1,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-04,MF_TRAFFIC,MF_TRAFFIC_IMAGES,GROWTH_FW1,MONFRÈRE,GROWTH_FW1,female,18-24,archived,ad,3,3,1,"7-day click or 1-day view",,,0.03,,2024-09-05,Ongoing,2024-12-04,2024-12-04
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SALE,MONFRÈRE,CATALOGUE_SALE,female,65+,archived,ad,5,6,1.2,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.06,0.06,2024-08-19,Ongoing,2024-12-03,2024-12-03
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,25-34,archived,ad,2,2,1,"7-day click or 1-day view",,,0.02,,2024-08-19,Ongoing,2024-12-03,2024-12-03
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE,MONFRÈRE,CATALOGUE,unknown,18-24,archived,ad,1,1,1,"7-day click or 1-day view",,,0.01,,2024-08-19,Ongoing,2024-12-03,2024-12-03
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SALE,MONFRÈRE,CATALOGUE_SALE,unknown,25-34,archived,ad,2,2,1,"7-day click or 1-day view",,,0.02,,2024-08-19,Ongoing,2024-12-03,2024-12-03
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SALE,MONFRÈRE,CATALOGUE_SALE,female,35-44,archived,ad,5,5,1,"7-day click or 1-day view",,,0.03,,2024-08-19,Ongoing,2024-12-03,2024-12-03
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SALE,MONFRÈRE,CATALOGUE_SALE,female,18-24,archived,ad,9,9,1,"7-day click or 1-day view",,,0.03,,2024-08-19,Ongoing,2024-12-03,2024-12-03
2024-12-03,MF_TRAFFIC,MF_TRAFFIC_CATALOGUE,CATALOGUE_SALE,MONFRÈRE,CATALOGUE_SALE,male,18-24,archived,ad,27,29,1.07407407,"7-day click or 1-day view",actions:omni_landing_page_view,1,0.11,0.11,2024-08-19,Ongoing,2024-12-03,2024-12-03
